codigo,descripcion,tarifa1
62000688751,TOPE UNION 1120 TS57,0
62000688750,TOPE UNION PERFIL 021113 TS57,0
62000688682,SELLADO TOPE UNION,0
62000688681,SELLADO TOPE UNION,0
62000688680,PIEZA SELLADO TOPE UNION CS59,0
62000688645,TOPE UNION 12,5x5mm++,0
62000688641,TOPE UNION 17,9x25,8mm++,0
62000688636,TOPE UNION 25,8x17,9mm,0
62000688634,TOPE UNION 2x17,9x25,8mm,0
62000688633,TOPE UNION 43,9x51,8mm++,0
62000688632,TOPE UNION 30,9x38,8mm++,0
62000688631,TOPE UNION 17,8x25,8 CS68++,0
62000688630,TOPE UNION 5,1x12,8 CS68++,0
62000688587,ESCUADRA ATORNILLAR 8x18,3,0
62000688583,ESCUADRA TORNILLO HOJA TS57,0
62000688570,ESCUADRA ATORNILLAR TLS110,0
62000626789,CONJUNTO BASICO PUERTA CORREDERA,0
62000688192,TOPE UNION 32,9/46,0
62000608746,ESCUADRA ALINEAMIENTO 16,4x3,5,0
62000688140,ESCUADRA ENSAMBLAJE 020052XX,0
62000688137,ESCUADRA ENSAMBLAJE 020051XX,0
810122828,REMATE INFERIOR HOJA DM_LC4,6,55
62000687786,TOPE UNION 151070XX-151074XX++,0
62000687776,ESCUADRA ALINEAMIENTO HOJA,0
62000687749,ESCUADRA DE ENSAMBLAR 12.2X40,0
62000687741,ESCUADRAS DE ENSAMBLAR,0
62000687740,ESCUADRA ENSAMBLADORA++,0
62000687650,ESCUADRA A TETONES CP50,0
62000687613,TOPE UNION PERFIL 151014XX,0
62000687612,TOPE UNION PERFIL 151013XX,0
62000687611,ESCUADRA HOJA 6,4x27/6,4x9,4 CS38++,0
62000687610,ESCUADRA MARCO 6,4x27mm.CS38++,0
62000687609,ESCUADRA ALINEAMIENTO MARCO,0
62000687607,ESCUADRA RAPIDA PERFIL 151002,0
62000687606,ESCUADRA RAPIDA 151041-36-39,0
62000687587,ESCUADRA BASE ENSAM.STAR50/60,0
62000687571,ESCUADRA MARCO/HOJA SEMIESTRUC,0
62000687301,ESCUADRA ENSAMBLAR 12,1x53,1,0
62000686859,TOPE UNION TRAVESEROS 044413XX++,0
62000686855,TOPE UNION 021111 TS57,0
62000686853,TOPE UNION PERFIL 044413XX,0
62000686852,TOPE UNION PERFIL 194800XX,0
62000686851,TOPE UNION PERFIL 044120XX,0
62000686830,SELLADO TOPE DE UNION,0
62000686820,TOPE DE UNION 12,9mm,0
62000686385,ESCUADRA REGULABLE STAR50,0
62000686352,GRAPA JUNQUILLO REDONDO++,0
62000686350,CLIP ALUMINIO CS59/68/77,0
62000686187,TOPE UNION 020047XX TS57,0
62000686172,TOPE UNION 090313 TS67,0
62000686165,ACOPLAMIENTO TOPE UNION TS67,0
62000686147,CONJUN.ESC.MARCO 2 GUIAS TP11,0
62000686128,ESCUADRA MARCO TP110,0
62000686112,ESCUADRA MARCO 194869XX,0
62000686100,ESCUADRA RAPIDA MARCO AV471,0
810122011,MARCO VENTANA RECTO S40 DM_LC4,11,08
62000686094,ESCUADRA EXTERIOR 2/18,2,0
62000686040,ESCUADRA HOJA MARCO P.TS57,0
62000686039,ESCUADRA 12,1x25,4 DESCEN.TS57,0
62000686038,ESCUADRA 12,1x25,4 CENTR.TS57,0
62000686035,ESCUADRA RAPIDA 25x38 TS57,0
62000686028,ESCUADRA RAPIDA 12,1/25,7 TP50++,0
62000686027,ESCUADRA 12,1/25,7,0
62000686025,ESCUADRA BLOQUEO MARCO PP50,0
810122003,HOJA VENTANA 68mm.RECTA S40 DM_LC4,13,6
62000686020,ESCUADRA MARCO 194825XX,0
810122046,INVERSOR RECTO S40 DM_LC4,13,94
810062042,HOJA VENTANA 68mm.CURVA S40 DM_LC1,12,12
62000686017,ESCUADRA PERF.021880XX TS57,0
62000686016,ESCUADRA 021392/021892 TS57,0
62000686015,ESCUADRA 021120/021144 TS57,0
62000686014,ESCUADRA RAPIDA ATORN.TLS110++,0
62000686011,ESCUADRA DE ATORNILLAR,0
62000686010,ESCUADRA PERF.021116XX TS57,0
62000686008,ESCUADRA HOJA PERF.044193XX,0
62000686006,ESCUADR.BLOQ.DESCEN.121,1/28,2,0
810062047,INVERSOR CURVO S40 DM_LC1,12
62000686002,ESCUADRA RAPIDA HOJA/MARCO,0
62000686001,ESCUADRA RAPIDA HOJA 04411200,0
37006816,LAMA SIMPLE FIJA 100mm.MALLORQ_LC1,0
37006813,MARCO TROQUELADO MALLORQ.40x20_LC1,0
62000657566,ACCESORIO MUELLE PAVIMENTO,0
62000657565,MUELLE PAVIMENTO PUERTA,0
62000656555,TAPON TORNILLO H-10mm,0
62000656550,TAPON TORNILLO DIAMETRO 10mm,0
62000656509,PERNIO DESLIZ.3PALAS++,0
62000656508,PERNIO DESLIZ.2 PALAS CS59++,0
62000656491,CASQUILLO R.T.P.PERNIO S60 TS,0
810022011,MARCO VENTANA RECTO S40 DM_PEB,0
62000656441,BISAGRA PUERTA 3 PALAS,0
62000629502,TAPETA MARCO,0
62000629501,PIEZA ESTANQ.MARCO TLS110++,0
62000629500,PIEZA CORTAVIENTOS INFERIOR++,0
62000629399,CIERRE MARCO,0
62000629397,TAPETA MONORAIL,0
62000629396,JGO.PIEZAS ESTANQUEIDAD MARCO,0
62000629390,PIEZA ESTANQ.MARCO TLS110++,0
62000628440,PLETINA UNION H.23mm,0
62000628433,CONJUNTO DE EJE+TORNILLO M6,0
62000628426,CERRADURA 5 PUNTOS,0
62000628050,CORTAVIENTOS MONORAIL CP45,0
62005656441,BISAGRA PUERTA 3 PALAS_BLANCO,0
62000628036,CORTAVIENTOS SUPERIOR ELEVABLE,0
62000628035,PIEZA CORTAVIENTOS TP50,0
62000628034,PATIN GUIADOR HOJA CP155++,0
62000628030,TACO FIJACION 061600 TLS110,0
62000628029,PIEZA INF.CORTAVIENTOS TLS110++,0
62000628028,TACO FIJACION 061601XX TLS110,0
62000628026,PIEZA SUP.CORTAVIENTOS TLS110++,0
62000628025,JGO.CORTAVIENTOS CORREDERA,0
62000628024,CORTAVIE.CENTRAL 4 HOJAS TP110,0
62000628023,CORTAVIEN.CRUCE 2 GUIAS TP110,0
62000628022,JGO.CORTAVIENTOS TP110,0
62000628021,PIEZA SOPORTE P/FIJO TSL110,0
62000628013,KIT CORTAVIENTOS CENTRAL 4 HOJAS,0
62000628011,CORTAVIENTOS INFERIOR ELEVABLE,0
62000628002,CIERRE AUTOMATICO++,0
62000628001,GANCHO,0
62000627967,PIEZA FIJACION,0
62000627948,GANCHO MARCO CIERRE 627946/47,0
62000627903,RULETA FG=MIN.300KG-MAX.400KG,0
62000627902,CREMONA ELEVABLE 2170++,0
62000627894,JGO.TAPAS GUIA CP155,0
62000627893,TOPE GUIA PP50,0
62000627892,JUEGO TAPA GUIA TP110,0
62000627891,AJUSTADOR HOJA CARRIL TP138++,0
62000627890,EMBELLECEDOR TOPE GUIA TP50,0
62000627889,TOPE GUIA TP50,0
62000627888,CENTRADOR HOJA TP50-PP50,0
62000627884,TOPE GUIA TLS110++,0
62000627883,DISTANCIADOR,0
62000627882,TERMINAL HOJA LATERAL,0
62000627871,KIT CERRADEROS 4 HOJAS,0
62000627870,PASADOR+ANTO FALSA MANIOBRA,0
62000627869,GANCHO COMPLEMENTARIO,0
62000627868,CREMONA ELEVABLE 2600 AV100/TLS110++,0
62000627867,JGO.CARROS ELEVABLE,0
62000627860,MANETA INTERIOR+U�ERO TLS110++,0
62000627854,BULON CIERRE ELEVADOR TLS110++,0
62000627853,KIT ELEVABLE 4 HOJAS TLS110,0
62000627850,KIT BASE ELEVABLE TLS110++,0
62000627845,RULETA REGULABLE INOX.80K,0
62000627837,RULETA REGULABLE INOX.40K,0
62000627836,RULETA NO REGULABLE INOX.80K,0
810112828,REMATE INFERIOR HOJA DM_LC3,4,41
62000627833,RULETA TANDEM TP110,0
62000627832,RULETA SIMPLE TP138,0
810022046,INVERSOR RECTO S40 DM_PEB,0
62000627825,RULETA TANDEM REGUL.INOX.50Kg.H.PP50++,0
62000627824,RULETA TANDEM INOX.50Kg,0
62000627821,RULETA REGULABLE INOX.25Kg.H.PP50,0
62000627820,RULETA SIMPLE INOX.25Kg.H.PP50++,0
62000627800,PIEZA GUIA++,0
62000627735,CERRADURA CON PLACA 1P.TP110,0
62000627734,CREMONA 3 PUNTOS TP110,0
62000627717,TOPE FIN RECORRIDO HOJA TP50,0
62000627715,TOPE FIN CORR.REFOR.TP138,0
62000627162,TERMINAL,0
62000627161,REDUCTOR HOJA,0
62000627157,TAPETA,0
62000627147,GUIA HOJA,0
62000627143,TOPE FINAL RECORRIDO CP50,0
62000627142,TAPA GUIA,0
62000627141,RULETA FIJA CP50,0
62000627133,TIRADOR ESTANDAR FIJO,0
62000627131,BOMBIN 30-30,0
62000627129,CIERRE EMBUTIDO AUTOMATICO,0
62000627125,ESCUADRA ALINEAMIENTO CP50,0
62000627124,ESCUADRA ALINEAMIENTO,0
62000627123,PIEZA ESTANQUEIDAD INFERIOR CP50,0
62000627122,JUEGO TERMINALES,0
62000627121,TERMINAL HOJA CENTRAL CP50,0
62000627120,TERMINAL HOJA LATERAL CP50,0
62000627119,TOPE GUIA HOJA CENTRAL CP50,0
62000627118,TOPE GUIA C/SEGURO ANTI-ELEV,0
62000627117,TAPETA PARA TRAVESERO,0
62000627116,CALZO ACRISTALAR,0
62000627115,DEFLECTOR CP50,0
62000627114,JGO.PIEZAS CORTAVIENTOS CP50,0
62000627113,CERRADURA 3 PUNTOS CP50,0
62000627112,GANCHO+ANTIFALSA MANIOBRA,0
62000627105,CIERRE EMBUTIDO MANUAL CP50,0
62000627104,RULETA TANDEM REGULABLE CP50,0
62000627103,RULETA TANDEM CP50,0
62000627102,RULETA SIMPLE REGULABLE CP50,0
62000627100,CERRADURA 2 PUNTOS CORREDERA,0
62000626902,CERRADURA 3 PUNTOS,0
62000626901,CERRADURA GANCHO,0
62000626900,KIT GANCHOS,0
62000626744,TOPE FIN CORREDERA SINT.TP138,0
62000626136,TOPE FINAL RECORRID.HOJA AV100,0
810052806,JUNQUILLO RECTO 11,5 DM_LBN,0
62000617708,PLACA CERRADURA,0
62000617707,PLACA CENTRAL,0
62000617702,BOMBIN,0
62000617700,CERRADURA,0
62000617687,CERRADURA SEGURIDAD C/ROD,0
62000617685,RELLENO CERRADERO MARCO,0
62000617682,PLACA CERRADURA 1 PUNTO CS59++,0
62000617681,CERRADURA GOLPE LLAVE 1P.CS59++,0
62000617680,PLACA CENTRAL++,0
62000617678,PLACA CENTRAL++,0
62000617677,PLACA CERRADURA,0
62000617667,PLACA CENTRAL CERRADURA 3P.CS++,0
62000617656,CERRADURA 3 PUNTOS GOLPE 40mm,0
62000617653,CERRADURA 1 PUNTO RODILLO 40mm,0
62000617651,CERRADURA 1 PUNTO RODILLO 34mm,0
62000617650,CERRADURA SEGURIDAD C/PESTILLO 92mm,0
62000617634,CERRADURA 3 PUNTOS 92mm++,0
62000617545,PIEZA TERMINAL PERFIL SUELO,0
62000617540,PORTACEPILLO,0
62000617468,CERRADURA 5 PUNTOS,0
62000617354,CERRADURA 5 PUNTOS,0
62000617267,PROLONG.EXT.0,8 APERT.INTERIOR,0
62000617266,PROLONG.INT.0,8 APERT.INTERIOR,0
62000617246,PLACA SIMPLE CERRADURA 3P++,0
62000617234,MANUBRIO INTERIOR SOFTLINE,0
62000617196,PROLONG.PASADOR 617194 CS59++,0
62000617195,CERRADERO PASADOR 617194 CS59++,0
62000617194,PASADOR CS59P++,0
62000617177,PASADOR BASCULANTE 2� HOJA,0
62000617056,BOMBIN 45mm,0
840062817,SOLAPE 30mm.DM_LC1,1,96
62000617047,BOMBIN 80mm,0
62000617044,BOMBIN 70mm,0
62000617042,BOMBIN 60mm,0
62000617037,BOMBIN 90mm,0
62000616991,CERRADURA SEGURIDAD C/PESTILLO,0
810052812,JUNQUILLO RECTO 35 DM_LBN,0
820062314,MARCO PUERTA RECTO 45RT DM_LC1,18,61
62000616970,EMBELLECEDOR ALUM.BOMBIN TS57,0
62000616280,CERRADURA PORT.ELECT.IZQ,0
820062339,HOJA PUERTA APER.EXT.45RT DM_LC1,30,93
62000616248,CONTRAPLACA SIMPLE TS57,0
62000616247,PLACA CENTRAL CERRADURA++,0
62000608936,CIERRE SEGURIDAD,0
62000608726,ESCUADRA ALINEAMIENTO++,0
62000608725,ESCUADRA ALINEAMIENTO++,0
62000608724,ESCUADRA ALINEAMIENTO AJUSTABLE,0
62000608723,ESCUADRA ALINEAMIENTO CS59/68/77,0
62000608722,ESCUADRA ALINEAMIENTO CS59++,0
62000608721,ESCUADRA ALINEAMIENTO TS67-TS74++,0
62000608720,ESCUADRA ALINEAMIENTO,0
62000608287,"COMPAS 567mm.22""MAX.75KG",0
62000608279,COMPAS PROYECT.120K.REF90++,0
62000608278,COMPAS PROYECTANTE 404mm++,0
62000607870,ANGULO REENV.REG.STAR60 REF90,0
62000607722,ESCUADRA ALINEAMIENTO,0
62000607525,HERRAJE APER.EXT.TS57,0
62000607134,CREMONA HOJA PROYECTANTE,0
820062324,ZOCALO 45RT DM_LC1,27,59
62000607121,KIT CIERRE,0
62000607119,PUNTO CIERRE VENTANA APERT.EXT.,0
62000607118,CONJUNTO BASICO APERTURA EXTERIOR,0
62000607117,PUENTE VENTANA PIVOTANTE,0
62000607116,PUNTO ANCLAJE INTERMEDIO,0
62000607115,CIERRE VENTANA PIVOTANTE 180�,0
62000607090,TIRADOR MOSQUITO,0
62000607072,CERRADERO MARCO REGULABLE ZAMAC,0
62000607065,CERRADERO BULON INOX,0
62000607064,CERRADERO MARCO REGULABLE,0
62000607054,CIERRE VENTANAL OCULTO,0
62000606701,CERRADERO MARCO,0
62000575720,REMACHE TUERCA M6,0
62000575711,REMACHE CONICO ROSCA METRIC.M5,0
62000575710,REMACHE TUERCA M5,0
62000566214,PIEZA DISTANCIADORA,0
820062316,INVERSOR RECTO 45RT DM_LC1,18,11
62000555620,REMACHE 4x6 ALUMINIO,0
62000545479,TORNILLO Y TUERCA 726445XX,0
62000545469,TORNILLO Y TUERCA,0
62000535469,TORNILLO AUTORR.6,3x46 INOX,0
62000535467,TORNILLO AUTORR.6,3x40 INOX,0
62000535466,TORNILLO AUTORR.6,3x37 INOX,0
62000535465,TORNILLO AUTORR.6,3x34 INOX,0
62000535464,TORNILLO AUTORR.6,3x31 INOX,0
62000535462,TORNILLO AUTORR.6,3x25 INOX,0
62000535461,TORNILLO AUTORR.6,3x22 INOX,0
62000535460,TORNILLO AUTORR.6,3x19 INOX,0
810062828,REMATE INFERIOR HOJA DM_LC1,5,34
820002441,MARCO VENTANA RECTO 60RT DM_CSA,0
820002442,HOJA VENTANA CURVA 60RT DM_CSA,0
810002809,JUNQUILLO RECTO 22,5 DM_CSA,0
62000535451,TORNILLO 6x35 ESP.FIJ.INOX,0
820102450,MARCO PROYECTANTE 60RT DM_LC2,13,81
62000535419,TORNILLO 6x25 ESP.FIJ.INOX,0
62000535412,TORNILLO AUTORR.DIN7504N 4,2x19 INOX,0
62000535403,TORNILLO AUTORR.DIN7504P 4,2x13 INOX,0
62000535401,TORNILLO AUTORR.DIN7504P 4,2x25,4 INOX,0
62000525373,TORNILLO DIN912 6,3x70 INOX,0
62000525372,TORNILLO DIN912 6,3x12,7 INOX,0
62000525371,TORNILLO GUILLOTINA 38mm,0
62000525360,TORNILLO DIN7981 4,2x9,5 INOX,0
62000525332,TORNILLO DIN7982 4,8x13 INOX,0
62000525330,TORNILLO DIN7981 4,8x13 INOX,0
62000525325,TORNILLO 4,2x50,0
62000525320,TORNILLO DIN7981 3,5x9,5 INOX,0
62000525317,TORNILLO DIN7981 4,2x12,7 INOX,0
62000525316,TORNILLO DIN7982 4,2x19 INOX,0
62000525315,TORNILLO DIN7981 4,2x25 INOX,0
62000525314,TORNILLO DIN7981 4,2x50,8 INOX,0
62000525313,TORNILLO DIN7982 4,2x32 INOX,0
62000525312,TORNILLO DIN7982 4,2x13 INOX,0
62000525311,TORNILLO DIN7982 4,2x16 INOX,0
62000525310,TORNILLO DIN7981 4,2x16 INOX,0
62000525304,TORNILLO DIN7981 4,8x90 INOX,0
62000525303,TORNILLO 5x50 ESPECIAL TP50,0
62000525302,TORNILLO DIN7981 M4,8x50,8 INOX,0
62000525301,TORNILLO DIN7981 M4,8x38,1 INOX,0
62000525300,TORNILLO DIN7981 4,8x19 INOX,0
62000515280,TORNILLO DIN916 M5x12 INOX,0
62000515271,TORNILLO DIN914 M6x10 INOX,0
62000515250,TORNILLO DIN916 M5x10 INOX,0
62000515240,TORNILLO DIN916 M5x6 INOX,0
62000505395,TUERCA HEXAGONAL DIN934 M6x5 INOX,0
62000505391,TORNILLO DIN933 M6x20 INOX,0
62000505380,TORNILLO CAB.CUADR.M6x16 INOX,0
84002224,MARCO TROQUELADO DM_PEB,5,56
62000505180,TORNILLO DIN912 M6x25 INOX,0
62000505170,TORNILLO DIN965 M4x10 INOX,0
62000505130,TORNILLO DIN965 M5x10 INOX,0
62000505119,TORNILLO DIN7985 M5x12 INOX,0
62000505118,TORNILLO DIN7985 M5x6 INOX,0
62000505110,TORNILLO DIN7985 M5x8 INOX,0
62000505094,TORNILLO M8x15 INOX,0
62000505091,TORNILLO M8x10 INOX,0
62000505081,TORNILLO DIN965 M5x45 INOX,0
62000505052,TORNILLO DIN965 M6x35 INOX,0
62000505051,TORNILLO DIN965 M6x30 INOX,0
62000505050,TORNILLO DIN965 M6x25 INOX,0
62000505034,TORNILLO DIN912 M6x40 INOX,0
62000505033,TORNILLO DIN912 M6x35 INOX,0
62000505032,TORNILLO DIN912 M6x30 INOX,0
62000505031,TORNILLO DIN912 M6x20 INOX,0
62000505030,TORNILLO DIN912 M6x50 INOX,0
62000505029,TORNILLO DIN912 M6x16 INOX,0
62000505021,TORNILLO DIN912 M6x45 INOX,0
62000505019,TORNILLO DIN7985 M4x18 INOX,0
62000505016,TORNILLO DIN7985 M5x12 INOX,0
62000505015,TORNILLO DIN965 M5x8 INOX,0
62000505014,TORNILLO DIN7985 M5x20 INOX,0
62000505010,TORNILLO DIN7985 M5x6 INOX,0
62000505009,TORNILLO DIN965 M5x16 INOX,0
62000505001,TORNILLO DIN965 M5x25 INOX,0
62000374408,TORNILLO 5x25mm.INOX,0
62000330102,TORNILLO 2,9x9,5mm.INOX,0
62000328408,TORNILLO M5x20,0
62000227068,CEPILLO 4,25mm,0
62000225502,CONJUNTO ACC.4 HOJAS,0
62000223036,JUNTA,0
62000221139,JUNTA ACRISTALAR 6mm,0
62000221129,JUNTA ACRISTALAR 22mm,0
62000221078,JUNTA ACRISTALAR 6-9mm,0
62000215650,COMPAS 535mm.105Kg,0
62000215640,COMPAS 404mm.80Kg,0
62000215180,SOPORTE VIDRIO 82mm,0
62000215146,BOLSA 100 GRAPAS PERFIL TAPETA,0
62000215086,JUNTA TOPE,0
62000215078,BOLSA 100 PIEZAS DISTANCIADORAS,0
62000215044,BOLSA 100 TAPONES,0
62000213211,PIEZA DE SELLADO,0
62000213209,DEFLECTOR AIRE,0
62000213201,DEFLECTOR AIRE,0
62000213187,JGO.PIEZA CORTAVIENTOS,0
62000213004,TERMINAL PARA CRUCE,0
62000211177,RULETA DOBLE NO REGULABLE MAX.120Kg,0
62000211073,RULETA REGULABLE MAX.60Kg,0
62000211072,RULETA DOBLE REGULABLE MAX.120Kg,0
62000210283,TOPE UNION C/MUELLE,0
62000210245,ESCUADRA DE RELLENO 21x1,0
620,ACC.REYNAERS,0
610REVARIOS,PERFILES VARIOS REYNAERS,0
61019303631,JUNQUILLO HOJA 32,2mm.CS_I245,0
61019160136,MARCO 49mm.CS59P_I245,0
61019160102,HOJA 66mm_I245,0
61019060340,HOJA PERIMETRAL CP155_I245++,0
61017421009,JUNQUILLO BOCA 32mm.12930_LMV++,0
61017420827,TAPABOCAS REGI.PLANO 50824_LMV,0
61017303611,JUNQUILLO CS 23,2mm_LMV,0
61017303610,JUNQUILLO CS 20,2mm_LMV,0
61017170680,CANAL 114x174mm.PR200_LMV++,0
61017170650,BAJ.SOP.CANAL 110x66 PR200_LMV++,0
61017083536,MARCO 76mm_LMV++,0
61017083505,TRAVESERO 126mm_LMV++,0
61017082504,HOJA_LMV,0
61017082500,HOJA_LMV,0
61017070582,ACOP.CANAL RENAC.TR100/200_LMV++,0
61017070552,TAPA DRENAJ.VERT.TR100/200_LMV,0
61017062621,HOJA TLS110_LMV++,0
61017061630,CRUCE TLS110_LMV++,0
61017061603,GUIA SUPERIOR TLS110_LMV++,0
61017061602,MARCO LATERAL TLS110_LMV++,0
61017061601,GUIA INFER.DOBLE TLS110_LMV++,0
61017060342,TAPA HOJA CRUCE CP155_LMV++,0
61017060340,HOJA PERIMETRAL CP155_LMV++,0
61017060306,MARCO LATERAL ELEVABLE CP155_LMV++,0
61017060302,MARCO SUPERIOR ELEVABLE CP155_LMV++,0
61017060300,MARCO INFERIOR ELEVABLE CP155_LMV++,0
61017051533,JUNQUILLO 2,2mm_LMV++,0
61017050535,ACOP.JUNQU.HOJA OCUL.CS68_LMV++,0
61016420831,TAPAJUNTAS PUNTO R� 35mm_LMN,0
61016141651,TAPA MARCO LATERAL ESFERA_LMN++,0
61016141646,MARCO ELIPTICO ESFERA_LMN,0
61016141642,CRUCE CORTO ESFERA_LMN,0
61016141640,HOJA PERIM.H-18,5mm.ESFERA_LMN,0
61016110486,VIERTEAGUAS CP45_LMN,0
61016110461,CARRO RULETAS CP45_LMN,0
61016110450,HOJA LATERAL_LMN,0
61016110440,HOJA CRUCE_LMN,0
61016110410,MARCO 2 CARRILES RECTO_LMN,0
61016061688,CRUCE CENTRAL TP110_LMN++,0
61016061686,HOJA PERIMETRAL TP110_LMN++,0
61016061685,MARCO PERIM.2 GUIAS TP110_LMN++,0
61016061621,HOJA TLS110_LMN++,0
61015220235,TAPETA R� REMAT.BAR.RB10_LMC,0
61015220231,REMATE SUP/IN.BA.TROQ.RB10_LMC,0
61015044436,MARCO VENTANA PS50_LMC++,0
61000341550,MONTANTE 135�_CSA,0
61015044120,TE MEDIANA 77mm.PS50_LMC++,0
61015043329,JUNQUILLO 22mm_LMC++,0
61014420831,TAPAJUNTAS PUNTO R� 35mm_LMP,0
61013424959,JUNQUILLO CLIP PTO.REDONDO 9mm_LBP,0
61013421123,TAPETA PERFIL 9793/9795_LBP,0
61013421016,JUNQUILLO PUNTO R�9mm_LBP,0
61013420834,TAPAJUNTAS PUNTO R� 50mm_LBP,0
61013420810,JUNQUILLO REGISTRO 50674_LBP,0
61013114641,CARRO HUECO 24mm.PP50_LBP++,0
61013111746,GUIA TRES CARRILES PP50_LBP,0
61013111645,MARCO PERIMET.CERRADO PP50_LBP++,0
61013111642,CRUCE CENTRAL P/R� PP50_LBP,0
61013111640,HOJA LATERAL P/R� PP50_LBP++,0
61013111606,MARCO PERIMET.4 GUIAS PP50_LBP++,0
61013021852,HOJA BALCON ELIPTICA TS57_LBP++,0
61013021851,HOJA VENTANA ELIPTICA TS57_LBP++,0
61013021850,MARCO ELIPTICO TS57_LBP++,0
61013020070,ACOPL.CENTRAL APE.EXT.TS57_LBP++,0
61012A60400,RECTANGULAR 60x40x1,3_LC4,0
61012A12063,RECTANGULAR 120x60x3_LC4,0
61012424959,JUNQUILLO CLIP PTO.REDONDO 9mm_LC4,0
61012424954,TAPAJUNTAS REGISTRO 35mm_LC4,0
61012421016,JUNQUILLO PUNTO R�9mm_LC4++,0
61012421009,JUNQUILLO BOCA 32mm.12930_LC4++,0
61012420831,TAPAJUNTAS PUNTO R� 35mm_LC4,0
61012420827,TAPABOCAS REGI.PLANO 50824_LC4,0
61012420823,TAPABOCAS REGISTRO 90mm_LC4,0
61012343634,PLETINA PRESION VERTICAL_LC4,0
61012341625,TRAVESERO 141,35mm_LC4,0
61012341522,TRANSVERSAL 67,2mm.CW50_LC4++,0
61012341503,MAINEL 104,5mm.CW50_LC4,0
61012340638,TAPETA TRANSV.23mm.CW60_LC4,0
61012340619,COMPENSADOR VIDRIO 18mm_LC4,0
61012340617,REDUCTOR VIDRIO 6mm_LC4,0
61012340543,TAPETA ELIP.SEMIMAIN.CW50_LC4,0
61012340538,TAPETA EXTERIOR 23,5 CW50_LC4,0
61012340537,TAPETA EXTERIOR 18mm.CW50_LC4,0
61012340122,HOJA PROYECT.SEMIEST.CW50_LC4++,0
61012340121,MARCO PROYEC.SEMIEST.CW50_LC4++,0
61012303877,PROTECTOR INTERIOR MARCO_LC4,0
61012303876,PROTECTOR EXTERIOR MARCO_LC4,0
61012303631,JUNQUILLO HOJA 32,2mm.CS_LC4,0
61012303630,JUNQUILLO HOJA 29,2mm_LC4,0
61012303615,JUNQUILLO CS 35,2mm_LC4,0
61012303613,JUNQUILLO CS 29,2mm_LC4,0
61012303612,JUNQUILLO CS 26,2mm_LC4,0
61012303611,JUNQUILLO CS 23,2mm_LC4,0
61012303610,JUNQUILLO CS 20,2mm_LC4,0
61012220241,BARROTE REDONDO D-22 RB10_LC4,0
61012220235,TAPETA R� REMAT.BAR.RB10_LC4,0
61012220231,REMATE SUP/IN.BA.TROQ.RB10_LC4,0
61012220221,MONTANTE BARROT.FRONT.RB10_LC4,0
61012220204,TAPA PASAMANOS R� RB10_LC4,0
61012220201,PASAMANOS REDONDO RB10_LC4,0
61012083136,MARCO VENTANA 51mm.CS77_LC4,0
61012083132,PERFIL CANTONERO 90�_LC4,0
61012083125,MARCO 77mm_LC4,0
61012083123,TRAVESERO 115mm_LC4,0
61012083121,HOJA 107mm_LC4,0
61012083120,TE TRANSVERSAL 89mm.CS77_LC4,0
61012083102,HOJA VENTANA 68mm.CS77_LC4,0
61012062621,HOJA TLS110_LC4++,0
61012062085,CARRO CP50_LC4++,0
61012061630,CRUCE TLS110_LC4++,0
61012061620,HOJA TLS110_LC4++,0
61012061615,TRANSVERSAL TLS110_LC4++,0
61012061603,GUIA SUPERIOR TLS110_LC4++,0
61012061602,MARCO LATERAL TLS110_LC4++,0
61012061601,GUIA INFER.DOBLE TLS110_LC4++,0
61012061600,GUIA INFER.SIMPLE TLS110_LC4++,0
61012061067,HOJA CENTRAL REFORZADA CP50_LC4++,0
61012061064,HOJA CENTRAL CP50_LC4++,0
61012061061,HOJA LATERAL CP50_LC4++,0
61012061015,MARCO RECTO CP50_LC4++,0
61012052504,HOJA OCULTA JUNQ.EXT.CS68_LC4++,0
61012051533,JUNQUILLO 2,2mm_LC4++,0
61012051502,HOJA OCUL.JUN.EX.14,7 CS68_LC4++,0
61012051122,ACOPLAMIENTO PIVOTANTE CS68_LC4++,0
61012051029,ACOPL.MARCO PUERTA_LC4++,0
61012051026,HOJA PUERTA APERT.INTERIOR_LC4++,0
61012051014,HOJA PUERTA AP.EXT.102mm.CS68_LC4++,0
61012050536,MARCO HOJA OCULTA CS68_LC4++,0
61012050535,ACOP.JUNQU.HOJA OCUL.CS68_LC4++,0
61012050513,TE HOJA OCULTA 101mm.CS68_LC4++,0
61012050192,HOJA VENTANA 81mm CS68_LC4++,0
61012050183,MARCO FUNCIONAL 64mm.CS68_LC4++,0
61012050176,PERFIL DE SOPORTE PARA CEPILLO_LC4++,0
61012050175,PERFIL DE SOPORTE PARA CEPILLO_LC4++,0
61012050141,MARCO TAPAJUNTAS 51mm.CS68_LC4++,0
61012050136,MARCO FUNCIONAL 51mm.CS68_LC4++,0
61012050125,MARCO FUNCIONAL 77mm.CS68_LC4++,0
61012050121,HOJA BALCON 107mm.CS68_LC4++,0
61012050120,TRANSVERSAL 89mm.CS68_LC4++,0
61012050115,CENTRAL 2 HOJAS CS68_LC4++,0
61012050114,TE 102mm.CS68_LC4++,0
61012050113,TE 76mm.CS68_LC4++,0
61012050071,PERFIL DE SUELO_LC4++,0
